"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","CL/F","Vc/F","Ka","Q/F","Vp/F","WT_CL","MALE_CL","IIV_CL","IIV_Vc","IIV_Ka","ERR_PROP","ERR_ADD","seCL/F","seVc/F","seKa","seQ/F","seVp/F","seWT_CL","seMALE_CL","seIIV_CL","seIIV_Vc","seIIV_Ka","seERR_PROP","seERR_ADD","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12"
1,1,1,1,1,1,0,0,0,0,0,0,0,3.6,55.1698,FOCE_I,0:00:10,2.11,3.28,2429.85792380737,8.34886,24.597,0.0775401,4.27697,108.439,1.93757,1.08553,0.196629,0.102989,0.0708159,0.0489565,0.19419,0.821882,2.05973,0.00506462,0.605285,15.1183,0.335454,0.155353,0.04446,0.0340063,0.0241157,0.00540917,0.0712878,NA,NA,NA,NA,0.0610895,0.202737,0.315313,0.358674,0.387914,0.527228,0.655844,1.16146,1.50541,1.53292,1.92112,3.37029
