"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","CL/F","Vc/F","Ka","Q/F","Vp/F","IIV_CL","IIV_Vc","IIV_Ka","ERR_PROP","seCL/F","seVc/F","seKa","seQ/F","seVp/F","seIIV_CL","seIIV_Vc","seIIV_Ka","seERR_PROP","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9"
1,1,1,1,1,1,0,0,0,0,0,0,0,3.7,40.2165,FOCE_I,0:00:08,1.82,1.61,2499.98965844351,11.0428,21.6792,0.0685423,3.80725,106.612,0.266872,0.127753,0.107084,0.0671167,0.87213,2.00812,0.00547991,0.506195,16.4474,0.051854,0.0392077,0.0270719,0.00764319,NA,NA,NA,NA,0.0744226,0.219245,0.455865,0.463695,0.63526,0.868744,1.30542,1.98433,2.99302
