"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","CL/F","Vc/F","Ka","Q/F","Vp/F","IIV_CL","IIV_Vc","IIV_Ka","ERR_PROP","ERR_ADD","seCL/F","seVc/F","seKa","seQ/F","seVp/F","seIIV_CL","seIIV_Vc","seIIV_Ka","seERR_PROP","seERR_ADD","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10"
1,1,1,1,1,1,0,0,0,0,0,0,0,3.3,37.5935,FOCE_I,0:00:09,1.73,2.25,2445.63932560249,11.6414,24.4899,0.0771704,4.24792,108.085,0.29362,0.104344,0.0692285,0.0489224,0.197396,0.964366,2.06382,0.00514059,0.614008,15.0781,0.0545928,0.0348317,0.0240676,0.00535893,0.0713459,NA,NA,NA,NA,0.0880772,0.25727,0.339507,0.435035,0.536665,0.569424,0.877055,1.65461,1.93123,3.31113
