"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","CL/F","Vc/F","Ka","IIV_CL","IIV_Vc","IIV_Ka","ERR_PROP","seCL/F","seVc/F","seKa","seIIV_CL","seIIV_Vc","seIIV_Ka","seERR_PROP","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7"
1,1,1,1,1,0,1,0,0,0,0,0,0,4,NA,FOCE_I,0:00:04,1.18,0.78,3037.35442554209,39.3925,3.18733,0.0394782,0.121078,0.121072,0.0673326,0.195047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
