"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","CL/F","Vc/F","Ka","Q/F","Vp/F","WT_CL","MALE_CL","IIV_CL","CL_V","IIV_Vc","CL_Ka","Vc_Ka","IIV_Ka","ERR_PROP","ERR_ADD","seCL/F","seVc/F","seKa","seQ/F","seVp/F","seWT_CL","seMALE_CL","seIIV_CL","seCL_V","seIIV_Vc","seCL_Ka","seVc_Ka","seIIV_Ka","seERR_PROP","seERR_ADD","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13","EI14","EI15"
1,1,1,1,1,1,0,0,0,0,0,0,0,3.7,143.419,FOCE_I,0:00:10,2.54,3.35,2405.91625714732,9.50743,22.7904,0.0714314,3.47432,113.27,1.19218,1.02439,0.213839,0.120754,0.0945346,-0.0116126,-0.0372033,0.0465621,0.0491686,0.201814,0.93942,2.18002,0.0052525,0.535745,23.7905,0.339564,0.114014,0.0489003,0.0319312,0.031348,0.0200773,0.0134244,0.0161809,0.00538447,0.0676609,NA,NA,NA,NA,0.0290096,0.0378375,0.106955,0.169401,0.215571,0.377655,0.424488,0.56078,0.828349,1.07186,1.24666,1.40408,1.91174,2.45511,4.16052
