"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","CL/F","Vc/F","Ka","Q/F","Vp/F","WT_CL","IIV_CL","IIV_Vc","IIV_Ka","ERR_PROP","ERR_ADD","seCL/F","seVc/F","seKa","seQ/F","seVp/F","seWT_CL","seIIV_CL","seIIV_Vc","seIIV_Ka","seERR_PROP","seERR_ADD","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11"
1,1,1,1,1,1,0,0,0,0,0,0,0,3.2,39.3061,FOCE_I,0:00:09,1.83,2.22,2436.75137680447,10.3994,24.518,0.0772619,4.26077,107.604,0.75,0.233332,0.103482,0.0700339,0.0489408,0.196113,0.78195,2.05677,0.00509675,0.608587,14.7765,NA,0.0482694,0.0344869,0.0241627,0.00537261,0.071087,NA,NA,NA,NA,0.0823908,0.267577,0.345585,0.450373,0.564004,0.591026,0.918978,1.64225,1.89935,3.23846,NA
