"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","CL/F","Vc/F","Ka","Q/F","Vp/F","WT_CL","IIV_CL","IIV_Vc","IIV_Ka","ERR_PROP","ERR_ADD","seCL/F","seVc/F","seKa","seQ/F","seVp/F","seWT_CL","seIIV_CL","seIIV_Vc","seIIV_Ka","seERR_PROP","seERR_ADD","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11"
1,1,1,1,1,1,0,0,0,0,0,0,0,3.7,44.5563,FOCE_I,0:00:09,1.68,2.63,2430.1794970906,8.67271,24.5701,0.0774479,4.26689,108.418,1.95556,0.198151,0.10336,0.0705468,0.048975,0.193853,0.811589,2.06689,0.00511764,0.612283,15.2067,0.325922,0.0466702,0.0342895,0.0241888,0.00541071,0.0711723,NA,NA,NA,NA,0.07013,0.219239,0.323902,0.390669,0.46026,0.56626,0.802149,1.47215,1.74124,1.82927,3.12473
